/cape_hammer_origin,!TEMP! Hammer Cape IS NOT RELEASED.,
/cape_iron_golem_origin,!TEMP! Iron Golem Cape IS NOT RELEASED.,
/cape_mystery_origin,!TEMP! Mystery Cape IS NOT RELEASED.,
/Power_Level,20,
/rewards_DifficultyTokenCounter,3,
/rewards_MysteryTokenCounter,3,
/other_gear_pickup,<First>{Who} picked up</><Second> {Item}</>,
/Pickup_Notification_Info,"<img id=""Default""/><First> {Who} picked up</><Second> {Item}</>",
/UIHint_LowHealthDescription,A Health Potion will restore your health instantly when consumed.,
/cape_herocape_description,A cape fit for heroes who are brave enough to face off against the Arch-Illager.,
/Cosmetics_Parrot_desc,A parrot makes a perfect companion while traveling the Overworld. Just watch your language.,
/cape_sinister_origin,A thank you to our +10 million players.,
/pet_baby_pig_origin,A thank you to our +10 million players.,
/button_accept,ACCEPT,
/slot_armor,ARMOR,
/slot_item,ARTIFACT,
/Artifacts_LAbel,ARTIFACTS,
/missioninspector_toohard,Above Maximum Difficulty,
/statuseffect_accelerating,Accelerating,
/TowerRewardAccept,Accept,
/HUD_AcceptGift,Accept Gift,
/missionnotification_acceptrequest,Accept Request,
/Accept_Request_Key,Accept request,
/Accessibility_Menu_Button,Accessibility,
/menu_accessibility,Accessibility,
/settings_accessibility,Accessibility,
/AchievementUnlockedString,Achievement Unlocked!,
/Achievement_Name,Achievement_Name,
/Activate_NavBar,Activate,
/ActivateCrossplay,Activate Cross-Platform Play,
/Activate_Online_Play_Btn,Activate Online Play,
/xal_add_controller,Add Controller,
/Adjust_Brightness_Title,Adjust Brightness,
/Adjust_Brightness_button,Adjust Brightness,
/menu_brightnessTitle,Adjust Brightness,
/settings_brightness,Adjust Brightness,
/Setting_Brightness,Adjust the brightness of the game.,
/settings_brightness_hint,Adjust the brightness of the game.,
/Adjust_Brightness_Hint,Adjust the brightness of your screen,
/menu_brightnessSubtitle,Adjust the brightness of your screen,
/settings_musicVolume_hint,Adjust the music volume level in-game.,
/Hud_Scale_Hint,Adjust the scale of the HUD.,
/settings_hudScale_hint,Adjust the scale of the HUD.,
/AudioSettings_videoVolume_desc,Adjust the volume of all audio in the pre-rendered cinematics.,
/settings_menuMusicVolume_hint,Adjust the volume of ambient sound effects.,
/settiings_dialogueVolume_hint,Adjust the volume of dialogue spoken in game and cutscenes.,
/settings_sfxVolume_hint,Adjust the volume of sound effects.,
/settings_fpsLimit_hint,Adjusts the FPS limit for the game.,
/settings_antiAliasingQuality_hint,Adjusts the anti-aliasing quality. A lower quality is better for performance.,
/settings_displayMode_hint,Adjusts the display mode of the game.,
/settings_masterVolume_hint,Adjusts the master volume of the game.,
/settings_resolution_hint,Adjusts the resolution of the game. Lower resolutions have better performance. Low to high list sort.,
/settings_ShadowQuality_hint,Adjusts the shadow quality. A lower shadow quality may result in better performance.,
/settings_deadzoneLeft_hint,"Adjusts the size of the dead zone of the left stick, which determines how far you must push the stick before input is registered.",
/settings_deadzoneRight_hint,"Adjusts the size of the dead zone of the right stick, which determines how far you must push the stick before input is registered.",
/menu_advancedGraphics,Advanced Graphics,
/settings|_advancedGraphics,Advanced Graphics,
/ItemTag_All,All,
/deathscreen_allhavefailed,All Have Failed,
/deathscreen_allhavefallen,All Have Fallen,
/settings_menuMusicVolume,Ambience Volume,
/settings_ambientOcclusion,Ambient Occlusion,
/joinerror_generic,An error occurred while trying to enter this game.,
/inventory_aplayerisunderattack,Another player is under attack,
/settings_antiAliasingQuality,Anti-Aliasing Quality,
/ApocalypsePLUS,Apocalypse Plus,
/apply_left_handed_bindings,Apply Left-Handed Bindings,
/Cosmetics_ArcticFox,Arctic Fox,
/Cosmetics_Babypig_desc,"Are the squeals of delight coming from you or this adorable Baby Pig? Your newest pet is so cute you could eat it up! You could, but you probably shouldn't.",
/Sign_Out_Menu,Are you sure you want to sign out and return to the title screen?,
/Are_You_Sure,Are you sure?,
/Are_You_Sure_Key,Are you sure?,
/Are_You_Sure_Menu,Are you sure?,
/Are_you_Sure,Are you sure?,
/are_you_sure,Are you sure?,
/joinOtherGame_AreYouSure,Are you sure?,
/kickPlayer_AreYouSure,Are you sure?,
/ItemTag_Armor,Armor,
/UI_Armor,Armor,
/HUD_ArrowsFired,Arrows Fired,
/HUD_ArrowsHit,Arrows Hit,
/statuseffect_damagesynergy,Artifact Synergy,
/UIHints_ArtifactInInventoryTitle,Artifact in inventory,
/ItemTag_Items,Artifacts,
/menu_audio,Audio,
/settings_audio,Audio,
/auto_pickup,Auto Pick Up,
/settings_autoMute,Auto-Mute Game,
/hud_awaitrescue,Await rescue,
/menu_b_join,B TO JOIN,
/cosmetic_babychicken,Baby Chicken,
/Cosmetics_BabyGhast_name,Baby Ghast,
/Cosmetics_babygoat_name,Baby Goat,
/Costmetics_Babypig,Baby Pig,
/Cosmetic_BabyTurtle,Baby Turtle,
/Back_Char,Back,
/Menu_Back,Back,
/button_back,Back,
/inv_back,Back,
/keybind_back,Back,
/nav_back,Back,
/settings_graphics_balanced,Balanced,
/RaidCaptain_unlockText,"Be careful hero, Raid Captains have been spotted in the area and could show up in any mission you have already completed.

The Raid Captains have a bounty on their heads, take them out to receive additional rewards!",
/missioninspector_tooeasy,Below Minimum Difficulty,
/Bind_Always,Bind Always,
/Bind_FullScreen,Bind Fullscreen,
/Bind_Never,Bind Never,
/Cosmetics_cape_birthdayCape,Birthday Cape,
/statuseffect_blind,Blind,
/HUD_BlocksWalkedOn,Blocks Walked On,
/settings_bloom,Bloom,
/settings_display_borderless,Borderless Windowed,
/boss_no_name,Boss,
/statuseffect_burning,Burning,
/keybind_problem,Button Binding Conflict,
/start_game_mode_change,CHANGE,
/button_claim_reward,CLAIM REWARD,
/title_ConfigureOnlinePlay,CONFIGURE ONLINE PLAY,
/Button_CurrentXP,CURRENT XP,
/Button_Cancel,Cancel,
/HUD_Cancel,Cancel,
/TowerRewardCancel,Cancel,
/action_cancel,Cancel,
/chatWheel_cancel,Cancel,
/dialog_cancel,Cancel,
/inv_cancel,Cancel,
/keybind_cancel,Cancel,
/sidebar_cancel,Cancel,
/teleportlist_cancel,Cancel,
/Button_CancelMission,Cancel Mission,
/statuseffect_chained,Chained,
/difficultychanger_change,Change,
/Welcome_Body_2,Change your Microsoft Account Settings and learn more at: ,
/characterPicker_inUse,Character In Use,
/statuseffect_ChargedArrows,Charged arrows,
/Quickaction_chat,Chat,
/chatWheelShortcuts_title,Chat Wheel Shortcuts,
/Privileges_CheckingTitle,Checking Privileges,
/Privileges_CheckingBody,Checking privileges with server.  Please wait...,
/Mission_ChestsFound,Chests Found,
/mapstat_chests,Chests Opened,
/cape_iceologer_description,"Chill out and try the Iceologer Cape on for a spell. It may not protect you from falling ice chunks, but it does look pretty cool.",
/UIHints_ChatWheelSelect_Title,Choose a message,
/Cinematics_Button,Cinematics,
/Claim,Claim,
/HUD_UnlockChest,Claim,
/postgame_claimreward,Claim Reward,
/Close_Key,Close,
/HUD_Close,Close,
/close,Close,
/sidebar_close,Close,
/missionSelected_Collapse,Collapse,
/HUD_ComeHere,Come Here!,
/Popup_Body_Coming_Soon,Coming soon!,
/enchantment_rarity_common,Common,
/rarity_common,Common,
/UnlockRequirements_completedAny,Completed any mission on,
/UnlockRequirements_completedMissionsOn,Completed missions on,
/game_ConfigureCross-Play,Configure Cross-Platform Play,
/game_ConfigureOnlinePlay,Configure Online Play,
/action_confirm,Confirm,
/dialog_confirm,Confirm,
/Message_ConnectionDropped,Connection Dropped,
/Message_ConnectionFailed_Title,Connection failure,
/Message_ConnectionLost_Title,Connection lost,
/Message_ConnectionTimeout_Title,Connection timeout,
/Message_connectFail,Connection to the server has been lost.,
/menu_controller,Controller,
/settings_controller,Controller,
/menu_controllerMap,Controller Map,
/ItemTag_Cosmetics,Cosmetics,
/statuseffect_cowardice,Cowardice,
/menu_createHero,Create New,
/Button_Credits,Credits,
/settings_credits,Credits,
/Health_currentHealth,Current Health {Value},
/language_CurrentLanguage,Current Language: ,
/Setting_Cursor_Binding,Cursor Binding,
/label_custom,Custom,
/settings_customiseControls,Customize Controls,
/title_customize_controls,Customize Controls,
/settings_customiseControls_hint,Customize the controls.,
/dlc_badge_name,DLC,
/missionvariation_daily,Daily Trial,
/missionvariation_dailycompletedtemplate,Daily Trials Completed {0}/{1},
/HUD_DamageDone,Damage Done,
/settings_deadzoneLeft,Dead Zone Left Stick,
/settings_deadzoneRight,Dead Zone Right Stick,
/statuseffect_DeathBarter,Death Barter,
/statuseffect_deathBarter,Death Barter,
/nav_defaults,Defaults,
/Delete_Nav_Button,Delete,
/delete_character,Delete Character,
/cloudsave_DeleteHero,Delete Hero,
/statuseffect_DenseBrew,Dense Brew,
/settings_dialogueVolume,Dialogue Volume,
/disable_crossplatform_play,Disable Cross-Platform Play?,
/Message_DisconnectedFromHost_Title,Disconnected,
/Message_DisconnectedFromHost,Disconnected from the server.,
/menu_displayGraphics,Display / Graphics,
/settings_displaygraphics,Display / Graphics,
/settings_displayMode,Display Mode,
/Delete_Char,Do you want to delete this character?,
/statuseffect_DolphinsGrace,Dolphins Grace,
/pet_zombifiedbabypig_desc,"Don't let a little zombification stand in the way of friendship! Give this plucky piglet a chance (just ignore the smell).",
/pet_babychicken_description,"Don't take a baby chicken into combat - unless that baby chicken is really cute. Luckily, this one is.",
/edit_text_done,Done,
/menu_done,Done,
/EquipArtifactHintTouch,Double Tap the Firework Arrows to equip them.,
/cloudsave_DownloadHero,Download Hero,
/menu_DownloadHero,Download Hero,
/cloudsave_downloadSuccess,Download Successful,
/debuf_drowning,Drowning!,
/statuseffect_dynamoMelee,Dynamo,
/statuseffect_dynamoRanged,Dynamo,
/eula_title,EULA,
/settings_graphics_hint,Easily adjusts the graphics quality of the game. For more options check Advanced Graphics.,
/nav_edit,Edit,
/quickActions_Emote,Emote,
/cloudsave_EmptySlot,Empty Slot,
/enchantment_slot_empty,Empty Slot,
/inv_enchant,Enchant,
/UIHints_EnchantSelectGearTitle,Enchant gear,
/ItemTag_Enchanted,Enchanted,
/mob_prefix_enchanted,Enchanted {0},
/UIHints_EnchantingOpenInventoryTitle,Enchanting,
/UIHints_EnchantmentPointsGainedTitle,Enchantment Points,
/Message_EnchantMentPointEarned,Enchantment point earned,
/Inv_Enchantments,Enchantments,
/Menu_Enchantments,Enchantments,
/pet_endermite_name,Endermite,
/HUD_EnemiesKilled,Enemies Defeated,
/HUD_EnemiesHit,Enemies Hit,
/difficulty_easy_description,Enemies are balanced for a first playthrough,
/difficulty_normal_description,Enemies are hard to defeat and hit hard,
